Name,Display Name,Type,Class,Is Lot Numbered Item,Inactive,UPC Code,Weight,Item Weight (Kg),Length,Height,Width,Package Quantity,Master Carton Weight (lbs),Master Carton Length (in),Master Carton Width (in),Master Carton Height (in),Master GTIN #,Harmonized Product Code,Manufacturer Country
RC0150-01,"Milkflow, Berry + Electrolytes, 16-Packet, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,No,,,,,,,,,,,,,,
RC0150-02,"Milkflow, Choc + Electrolytes, 16-Packet, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RC0150-03,"MilkFlow Orange Mango + Immunity, 16-Packet, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,No,,,,,,,,,,,,,,US
RC0150-04,"MilkFlow, Chocolate + Energy, 16-Packet, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,No,,,,,,,,,,,,,,US
RC0155-01,"MilkFlow, Non-Fenugreek, Blackberry Lime, 16-Packet, TTAB Carton, SBS .018, 4.6 x 3.1 x 4.6",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RC0155-02,"MilkFlow, Non-Fenugreek Blueberry Acai, 16-Packet, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,No,,,,,,,,,,,,,,US
RC0155-03,"MilkFlow, Non-Fenugreek + Immunity, Elderberry Lemonade, 16-Packet, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,No,,,,,,,,,,,,,,US
RC0160-01,"Milkflow, Non-Fenugreek Capsules, 60 Count, TTAB Carton, SBS .018, 4.5 x 2.75  x 2.0",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,No,,,,,,,,,,,,,,
RC0165-01,"Hydration, Citrus Ginger, 14-Serving, File: 114_Carton w/Perf, TTAB Carton, SBS .024",Inventory Item,,No,Yes,,,,,,,,,,,,,,
RC0165-02,"Hydration, Lemon Lime 14-Serving, File: 114_Carton w/Perf, TTAB Carton, SBS .024",Inventory Item,,No,Yes,,,,,,,,,,,,,,
RC0165-03,"Hydration, Insert, All SKUs, File: 115_INSERT, SBS .024",Inventory Item,,No,Yes,,,,,,,,,,,,,,
RC0170-01,"Fertility, Nest, Unflavored, 30-Serving, File 0193_Tray Rev, TTAB Carton, SBS .024",Inventory Item,,No,Yes,,,,,,,,,,,,,,
RC0170-02,"Fertility, Nest, Unflavored, 30-Serving, File 0193_Lid, Open End, Tuck Top Carton, SBS .024",Inventory Item,,No,Yes,,,,,,,,,,,,,,
RC0170-03,"Fertility, Nest, Unflavored, 30-Serving, File 0193_Band A, Sleeve Glued, Carton, SBS .024",Inventory Item,,No,Yes,,,,,,,,,,,,,,
RC0175-01,"Fertility, Eggs, Capsules, 60 count, File 1073, FOST w/Tucktop Carton, SBS .024 C2S",Inventory Item,,No,Yes,,,,,,,,,,,,,,
RC0175-02,"Fertility, Eggs, Capsules, 60 count, File 1065_INS REV 1, Die Cut Blank Unglued, Litho Laminated",Inventory Item,,No,No,,,,,,,,,,,,,,
RC0175-03,"Fertility, Eggs, Capsules, 60 count, File 1065_INS 2, Die Cut Blank Unglued, SBS .024 C2S",Inventory Item,,No,No,,,,,,,,,,,,,,
RC0175-04,"Fertility, Eggs, Capsules, 60 count, File 1073_Band A, Sleeve Glued",Inventory Item,,No,No,,,,,,,,,,,,,,
RC0180-01,"Fertility, Eggs+Nest Combo, File 1075_rev 2, FOST w/Tucktop Carton, SBS .024 C2S",Inventory Item,,No,No,,,,,,,,,,,,,,
RC0180-02,"Fertility, Eggs+Nest Combo, File 1075_INS 2, Die Cut Blank Unglued, SBS .024 C2S",Inventory Item,,No,No,,,,,,,,,,,,,,
RC0180-03,"Fertility, Eggs+Nest Combo, File 1075_INS, Die Cut Blank Unglued, Litho Laminated, 1CP+MatteAQ , 16.625 x 14",Inventory Item,,No,No,,,,,,,,,,,,,,
RC0180-04,"Fertility, Eggs+Nest Combo, File 1075_BAND A, Sleeve Glued, SBS .024 C2S",Inventory Item,,No,No,,,,,,,,,,,,,,
RC0185-01,"C-panty Post Op Mailer w/ears and extended front panel, F.O.S.T. w/Trucktop, SBS .024, 1C+AQ/0,  8”x6”x2”",Inventory Item,,No,No,,,,,,,,,,,,,,
RF0001-01,"Milkflow, Fenugreek, Berry, Mix Packet",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RF0001-02,"Milkflow, Fenugreek, Chocolate, Mix Packet",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RF0015-01,"Probiotic, StickPak Film, 60mm x 80mm, GITX Stock# 731",Inventory Item,Legacy UpSpring : (Old) Child Supplements,No,Yes,,,,,,,,,,,,,,US
RF0020-01,"Milkflow, Baked Cookie Film, Double Chocolate, 8.504"" x 5.5""",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
RF0020-02,"Milkflow, Baked Cookie Film, Oatmeal Raisin, 8.504"" x 5.5""",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
RF0020-03,"MilkFlow, Baked Cookie Film, Oatmeal Salted Caramel, 8.504""",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
RF0025-01,"Stomach Settle, Lemon Ginger, Hard Drop Film Rollstock,",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,US
RF0025-02,"Stomach Settle, Mint Hard Drop Film Rollstock",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,US
RF0025-03,"Stomach Settle, Hard Drop Film Rollstock Club Pack",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,US
RF0025-04,"Stomach Settle for Morning Sickness, Lemon Ginger Hard Drop Film Rollstock 28 ct",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,US
RF0025-05,"Stomach Settle for Morning Sickness, Lemon Ginger Hard Drop Film Rollstock 10 ct",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,US
RF0025-06,"Stomach Settle, Lemon Ginger Hard Drop Film Rollstock 10 ct",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,US
RF0030-01,"MilkFlow Coffee, StickPak Film, 60mm x 110mm, GITX Stock# 731",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
RF0035-01,"Milkflow, Berry + Electrolytes, Mix Packet",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,No,,,,,,,,,,,,,,
RF0035-02,"Milkflow, Chocolate + Electrolytes, Mix Packet",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RF0035-03,"MilkFlow, Fenugreek + Immunity, Orange Mango, Mix Packet",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,No,,,,,,,,,,,,,,
RF0035-04,"MilkFlow, Fenugreek + Energy, Chocolate, Mix Packet",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,No,,,,,,,,,,,,,,
RF0040-01,"Milkflow, Non-Fenugreek, Blackberry Lime, Mix Packet",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RF0040-02,"MilkFlow, Non-Fenugreek + Electrolytes, Blueberry Acai, Mix Packet",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,No,,,,,,,,,,,,,,
RF0040-03,"MilkFlow, Non-Fenugreek + Immunity, Elderberry Lemonade, Mix Packet",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,No,,,,,,,,,,,,,,
RF0045-01,"Hydration, Citrus Ginger, StickPak Film, 80mm x 120.65mm, GITX Stock#731",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,
RF0045-02,"Hydration, Lemon Lime, StickPak Film, 80mm x 120.65mm, GITX Stock# 731",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,
RF0050-01,"Fertility Nest, Drink Mix, Unflavored, Mix Packet, 4.5 x 3.5",Inventory Item,,No,Yes,,,,,,,,,,,,,,
RF0055-01,"Stomach Settle, Lemon Ginger Film Rollstock, NEW",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,No,,,,,,,,,,,,,,US
RF0055-02,"Stomach Settle, Mint Film Rollstock, NEW",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,No,,,,,,,,,,,,,,US
RF0055-03,"Stomach Settle, LGH Morning Sickness Film Rollstock NEW, 18.5"" X 5"",, Soft Touch Matte",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,No,,,,,,,,,,,,,,US
RG0001-01,"MSA, User Guide, 12.5 x 4 Flat, 1/1",Inventory Item,Legacy UpSpring : (Old) Alcohol,No,No,,,,,,,,,,,,,,
RG0001-02,"French/English MSA , User Guides, 8.25x12.75 Flat",Inventory Item,Legacy UpSpring : (Old) Alcohol,No,Yes,,,,,,,,,,,,,,
RG0005-01,"Shrinkx Belly, Quick Start Guide",Inventory Item,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,,,,,,,,,,,,,,
RH0001-01,"Fenusterols, Standardized Fenugreek Extract 10:1",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,No,,,,,,,,,,,,,,
RH0001-02,"Fenusterols, Standardized Fenugreek Extract 10:1, 50% Steroidal Saponins - Ethanol",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,No,,,,,,,,,,,,,,
RH0005-01,"Morning SickLESS 001, Herbal Blend, Capsule Powder",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,Yes,,,,,,,,,,,,,,US
RH0010-01,"Milkflow MAX_001, Herbal Blend, Powder",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,Yes,Yes,,,,,,,,,,,,,,US
RH0015-01,"Stomach Settle, Hard Drop Mix",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,,,,,,,,,,,,,,US
RH0020-01,"Milkflow_Shooter_001, Chocolate, Herbal Blend, Liquid",Inventory Item,Legacy UpSpring : (Old) Milkflow,Yes,Yes,,,,,,,,,,,,,,US
RH0025-01,"Coconut Oil, 100% Organic, Virgin, Bulk",Inventory Item,Legacy UpSpring : (Old) Skincare_Other,Yes,Yes,,,,,,,,,,,,,,US
RH0030-01,"Fertility_001, Herbal Blend, Powder",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,Yes,,,,,,,,,,,,,,US
RH0035-01,"Blessed Thistle, 4:1 Extract, Herbal Powder",Inventory Item,Legacy UpSpring : (Old) Milkflow,Yes,Yes,,,,,,,,,,,,,,US
RH0040-01,"Anise Seed, Herbal Powder",Inventory Item,Legacy UpSpring : (Old) Milkflow,Yes,Yes,,,,,,,,,,,,,,US
RI0001-01,"Breast Pillow, Insert Card, 5.30""x4.00""",Inventory Item,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,,,,,,,,,,,,,
RI0005-01,"Insert, CP, HWIC, Nude & Black, Generic",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,
RI0005-02,"Insert, CP, High Waist Incision Care, Nude, Generic, Anda",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,No,,,,,,,,,,,,,,US
RI0005-03,"Insert, CP, High Waist Incision Care, Black, Generic, Anda",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,No,,,,,,,,,,,,,,US
RI0005-51-ML,"Insert, CP, High Waist Incision Care, Nude or Black, Generic, Multi-Language",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,US
RI0010-01,"Insert, CP, CWIC, Nude & Black, Generic",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,
RI0010-02,"Insert, CP, Classic Waist Incision Care, Nude, Generic",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,
RI0010-03,"Insert, CP, Classic Waist Incision Care, Black, Generic",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,
RI0015-01,"Insert, MP, HWPB, Nude & Black, Generic",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,
RI0015-02,"Insert, PB, High Waist Compression Only, Nude, Generic, Anda",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,No,,,,,,,,,,,,,,US
RI0015-03,"Insert, PB, High Waist Compression Only, Black, Generic, Anda",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,No,,,,,,,,,,,,,,US
RI0015-51-ML,"Insert, PB, High Waist Compression Only, Nude or Black, Generic, Multi-Language",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,US
RI0020-01,"Insert, CP, Starter Pack, HWIC & CWIC, Nude, Generic, Anda",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,
RI0025-01,"Insert, CP, 2-Pack, CWIC, Nude & Black, Generic",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,
RI0030-01,"Insert, CP, 2-Pack, HWIC, Nude & Black, Generic, Anda",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,No,,,,,,,,,,,,,,
RI0030-51-ML,"Insert, CP, 2-Pack, High Waist Incision Care, Nude & Black, Generic, Multi-Language",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,US
RI0035-01,"Insert, PO, HWIC, Nude & Black, Generic",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,
RI0040-01,"Insert, PO, HWCO, Nude & Black, Generic",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,
RI0045-01,"Insert, PO, CWIC, Nude & Black, Generic",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,
RI0050-01,"Insert, PO, 2-Pack, HWCO, Nude & Black, Generic",Inventory Item,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,,,,,,,,,,,,,,
RI0055-01,"C-Panty, Fold Card, 4.25 x 5.5",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,
RI0060-01,"Insert, HCPCS, High Waist Incision Care, Nude, Generic",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,US
RI0060-02,"Insert, HCPCS, High Waist Incision Care, Black, Generic",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,US
RI0065-01,"Insert, MP, HCPCS, High Waist Incision Care, Nude, 2 pack",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,US
RI0070-01,"Insert, HCPCS, C-Section Recovery+Incision Care (StartPk-ND)",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,US
RI0075-01,"Insert, PO, 2-Pack, High Waist CO w/silicone, Nude & Nude",Inventory Item,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,,,,,,,,,,,,,,
RI0085-51-ML,"Insert, Shrinkx Belly, Generic, Poly Bag, Multi-Language",Inventory Item,Legacy UpSpring : (Old) Shrinkx Hips,No,No,,,,,,,,,,,,,,US
RI0090-51-ML,"Insert, Shrinkx Belly Bamboo, Generic, Poly Bag, Multi-Language",Inventory Item,Legacy UpSpring : (Old) Shrinkx Belly,No,No,,,,,,,,,,,,,,US
RI0095-01-ML,"Insert, Faja, postpartum belly band, Spanish / English",Inventory Item,Legacy UpSpring : (Old) Shrinkx Belly,No,No,,,,,,,,,,,,,,US
RI0100-01,"Insert, CP, High Waist Incision Care, Nude, Generic, Anda/Selectra",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,No,,,,,,,,,,,,,,US
RI0100-02,"Insert, CP, High Waist Incision Care, Black, Generic, Anda/Selectra",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,No,,,,,,,,,,,,,,US
RI0105-01,"Insert, PB, High Waist Compression Only, Nude, Generic, Anda/Selectra",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,No,,,,,,,,,,,,,,US
RI0105-02,"Insert, PB, High Waist Compression Only, Black, Generic, Anda/Selectra",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,No,,,,,,,,,,,,,,US
RI0110-01,"Insert, CP, 2-Pack, High Waist Incision Care, Nude & Black, Generic, Selectra",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,No,,,,,,,,,,,,,,US
RL0001-01,"Milkflow, Capsules, Bottle Label, 60 Count",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,
RL0001-02,"Milkflow, Capsules, Bottle Label, 100 Count",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,No,,,,,,,,,,,,,,
RL0005-01,"UpSpring, Nipple Balm Jar Label, 2oz",Inventory Item,Legacy UpSpring : (Old) Breastfeeding,No,Yes,,,,,,,,,,,,,,
RL0005-02,"Breast Pillow, Label, 1.25"" x 1.0""",Inventory Item,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,,,,,,,,,,,,,
RL0010-01,"UpSpringbaby, D3, Bottle Label, 20mL, 1.5x3.5",Inventory Item,Legacy UpSpring : (Old) Child Supplements,No,Yes,,,,,,,,,,,,,,
RL0010-02,"UpSpring, D3, Bottle Label, 10mL, 0.75x3.0 Rectangle, 2-Ply",Inventory Item,Legacy UpSpring : (Old) Child Supplements,No,Yes,,,,,,,,,,,,,,US
RL0010-03,"UpSpring, D3, Squeez Bottle Label, 15mL, 1.125x3""",Inventory Item,Legacy UpSpring : (Old) Child Supplements,No,Yes,,,,,,,,,,,,,,US
RL0010-04,"UpSpring, D3, 365 Drops, Squeez Bottle Label, 15mL, 1.125x3""",Inventory Item,Legacy UpSpring : (Old) Child Supplements,No,Yes,,,,,,,,,,,,,,US
RL0015-01,"Wellbaby, Multi Bottle Label, 60mL, 1.875x4.25",Inventory Item,Legacy UpSpring : (Old) Child Supplements,No,Yes,,,,,,,,,,,,,,
RL0020-01,"UpSpring Baby Iron + Immunity Bottle Label, 60mL, 1.875x4.25",Inventory Item,Legacy UpSpring : (Old) Child Supplements,No,Yes,,,,,,,,,,,,,,
RL0025-01,"MSA, 1"" Circle Clear Tamper Evident Label",Inventory Item,Legacy UpSpring : (Old) Alcohol,No,Yes,,,,,,,,,,,,,,
RL0030-01,"Morning SickLESS, Capsules, Bottle Label, 30cc, 10 Count",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,
RL0035-01,"Milkflow MAX, Capsules, Bottle Label, 60cc, 30 Count",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,No,Yes,,,,,,,,,,,,,,
RL0040-01,"100% Pure Virgin Coconut Oil, 5oz Jar Label, 3.3"", BOPP",Inventory Item,Legacy UpSpring : (Old) Skincare_Other,No,Yes,,,,,,,,,,,,,,
RL0045-01,"Prenatal Soft Gel Capsules, Bottle Label, 60cc, 30 Count",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,
RL0050-01,"Milkflow, Shooter Bottle Label, Chocolate, 60mL, 1.875x4.25",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
RL0055-01,"Fertility, Capsules, Bottle Label, 60cc, 30 Count, 4.75x1.50",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,
RL0060-01,"Prenatal, Tablet, Bottle Label, 30 Count, 5.625x2.00",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,
RL0065-01,"Milkflow, Drink Mix, Chai Tea, Jar Label, 24 Servings",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RL0065-02,"Milkflow, Fenugreek, Sugar Free Berry, Canister Label, 8oz",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RL0065-03,"Milkflow, Fenugreek, Sugar Free Berry, Canister Label, 16oz",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RL0070-01,"Prenatal Gummy, Bottle Label, 300cc, 90 Count, 7.75 x 3.0",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,US
RL0080-01,"Omega-3 Smoothie, Peach Mango, Bottle Label, 16oz",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,US
RL0080-02,"Omega-3 Smoothie, Key Lime, Bottle Label, 16oz",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,US
RL0085-01,"Blessed Thistle Capsules 100 ct, 150 cc Bottle Label, 2.0"" x 6.125""",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
RL0100-01,"Goat's Rue Capsules, 60 ct, 100 cc Bottle Label, 2.0"" x 5.6""",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
RL0105-01,"Prenatal Complete, Gummy, Bottle Label, 625cc, 120 Count",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,US
RL0110-01,"Prenatal Complete, Soft-Gel Capsules, Bottle Label w/ Hinge, 225cc, 90 Count",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,US
RL0115-01,"Milkflow, Non-Fenugreek Capsules, Bottle Label, 100cc, 60 Count",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,No,,,,,,,,,,,,,,US
RL0120-01,"Fertility, Eggs, Capsules, Glass Bottle Label, 150mL, 60 Count, 2.75x6.75 Rectangle",Inventory Item,UpSpring : VMS : Adult Supplements : Fertility,No,Yes,,,,,,,,,,,,,,US
RM0001-01,"Breast Pillow, Hook, 1.5"" x 0.5"", White, Sewable",Inventory Item,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,,,,,,,,,,,,,
RM0001-02,"Breast Pillow, Hook, 2.5"" x 0.5"", White, Sewable",Inventory Item,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,,,,,,,,,,,,,
RM0005-01,"Breast Pillow, Loop, 1.5"" x 0.5"", White, Sewable",Inventory Item,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,,,,,,,,,,,,,
RM0005-02,"Breast Pillow, Loop, 2.5"" x 0.5"", White, Sewable",Inventory Item,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,,,,,,,,,,,,,
RM0010-01,"Breast Pillow, Foam Filler, Small",Inventory Item,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,,,,,,,,,,,,,
RM0010-02,"Breast Pillow, Foam Filler, Medium",Inventory Item,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,,,,,,,,,,,,,
RM0010-03,"Breast Pillow, Foam Filler, Large",Inventory Item,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,,,,,,,,,,,,,
RM0010-04,"Breast Pillow, Foam Filler, XLarge",Inventory Item,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,,,,,,,,,,,,,
RM0015-01,"Breast Pillow, Fabric, Sherpa, Cotton / Polyester",Inventory Item,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,,,,,,,,,,,,,
RM0020-01,"Breast Pillow, Fabric, Bleached, 9 oz., Cotton, White",Inventory Item,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,,,,,,,,,,,,,
RM0025-01,Beige C-Panty Silon-Tex Insert,Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,US
RM0025-02,Beige C-Panty Silon-Tex II Insert (NEW),Inventory Item,Legacy UpSpring : (Old) C-Panty,No,No,,,,,,,,,,,,,,US
RM0030-01,"Dropper, 18DIN, White non-TE PP Closure, .20mL",Inventory Item,Legacy UpSpring : (Old) Child Supplements,No,Yes,,,,,,,,,,,,,,
RM0035-01,"Dropper, 20/400 White FRST PP Closure",Inventory Item,Legacy UpSpring : (Old) Child Supplements,No,Yes,,,,,,,,,,,,,,
RM0040-01,"Dropper, 20mm CRC White PP Closure",Inventory Item,Legacy UpSpring : (Old) Child Supplements,No,Yes,,,,,,,,,,,,,,
RM0045-01,"Milkflow, Fenugreek, Berry, Mix Packet",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RM0045-02,"Milkflow, Fenugreek, Chocolate, Mix Packet",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RM0045-03,"Milkflow, Fenugreek, Citrus, Mix Packet",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RM0045-04,"Milkflow, Fenugreek, CHAI Tea, Mix Packet",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RM0047-01,"MamyFlow, Fenugreek, Chocolate, Mix Packet, MP White",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,US
RM0050-01,"MilkMulti, Postnatal, Mix Packet",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RM0055-01,Supply Fasson 75772 Foil Material,Inventory Item,Legacy UpSpring : (Old) Alcohol,No,Yes,,,,,,,,,,,,,,
RM0060-01,"Polystyrene, HIPS DD PRINT BLUE/WHITE",Inventory Item,Legacy UpSpring : (Old) Alcohol,No,No,,,,,,,,,,,,,,US
RM0065-01,"Shrinkx Belly, Support Belt, Nude, S/M, Raw Material",Inventory Item,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,,,,,,,,,,,,,,
RM0065-02,"Shrinkx Belly, Support Belt, Nude, L/XL, Raw Material",Inventory Item,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,,,,,,,,,,,,,,
RM0065-03,"Shrinkx Belly, Support Belt, Black, S/M, Raw Material",Inventory Item,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,,,,,,,,,,,,,,
RM0065-04,"Shrinkx Belly, Support Belt, Black, L/XL, Raw Material",Inventory Item,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,,,,,,,,,,,,,,
